emp_no,first_name,last_name,birth_date,from_date,to_date,title
481790,Haldun,Erie,1/22/65,9/12/96,1/1/99,Senior Engineer
481807,Taegyun,Vieri,1/23/65,6/17/88,3/3/89,Senior Engineer
482278,Sven,Hinsberger,1/2/65,9/11/89,7/24/92,Senior Engineer
482335,Kwangyoen,Peck,1/26/65,1/16/94,1/1/99,Engineer
482354,Jayson,Zockler,1/23/65,11/6/99,1/1/99,Staff
482755,Jouni,Conia,1/3/65,10/31/94,1/1/99,Senior Staff
482756,Shaowei,Back,1/2/65,7/30/96,12/21/98,Senior Staff
482885,Shaunak,Brizzi,1/29/65,9/2/88,1/1/99,Engineer
482905,Aral,Hebden,1/16/65,9/10/91,1/1/99,Senior Staff
482944,Duke,Journel,1/26/65,10/26/91,1/1/99,Senior Staff
483213,Phillip,Munch,1/16/65,9/2/91,4/1/98,Technique Leader
483401,Rosita,Pokrovskii,1/10/65,8/3/96,1/1/99,Senior Staff
483675,Hausi,Kamber,1/22/65,2/16/88,1/1/99,Engineer
483825,Marek,Mitchem,1/22/65,11/20/92,1/1/99,Senior Engineer
483838,Sham,Kavanagh,1/3/65,12/18/97,1/1/99,Assistant Engineer
483978,Dung,Tanemo,1/24/65,1/28/90,1/1/99,Senior Staff
484126,Manton,Lueh,1/5/65,4/7/89,1/1/99,Senior Staff
484142,Perry,Cooman,1/5/65,4/23/87,1/1/99,Senior Staff
484498,Herbert,Hammerschmidt,1/26/65,8/22/96,1/1/99,Engineer
484756,Phule,Ruemmler,1/16/65,8/9/90,1/1/99,Engineer
485253,Gladys,Parhami,1/14/65,7/20/96,1/1/99,Senior Staff
485489,Keiichiro,Armand,1/1/65,12/14/86,1/1/99,Assistant Engineer
485577,Rafael,Menhoudj,1/30/65,4/27/97,1/1/99,Senior Engineer
485579,Munehiro,Iwayama,1/18/65,12/16/86,1/1/99,Engineer
485799,Yoshimitsu,Litvinov,1/27/65,11/22/97,1/1/99,Senior Staff
485817,Mahmut,Bolotov,1/29/65,1/10/95,2/21/97,Engineer
486068,Yefim,Bernardeschi,1/11/65,6/26/96,1/1/99,Senior Staff
486808,Geoffrey,Siochi,1/5/65,12/27/98,1/1/99,Senior Engineer
486918,Yagil,Remmers,1/18/65,11/1/94,1/1/99,Senior Staff
486955,Jaber,Feldmann,1/9/65,5/23/97,8/5/98,Engineer
486956,Matt,Ruemmler,1/1/65,10/14/93,1/1/99,Engineer
486958,Tonny,Kropf,1/6/65,7/30/86,1/1/99,Engineer
487008,Zhigen,Raney,1/22/65,5/26/93,1/1/99,Senior Staff
487505,Uno,Jayawardene,1/20/65,11/2/87,1/1/99,Senior Staff
487856,Jaewon,Mansanne,1/18/65,5/22/99,4/29/00,Engineer
487988,Ekawit,Schaft,1/5/65,5/20/90,1/1/99,Senior Staff
488095,Francoise,Hegner,1/24/65,12/23/97,1/1/99,Senior Staff
488115,Leah,Luke,1/29/65,8/23/95,9/27/95,Assistant Engineer
488142,Denis,Narlikar,1/5/65,7/1/91,1/1/99,Senior Staff
488414,Changho,Gaughan,1/10/65,6/21/87,7/13/91,Engineer
488482,Kensyu,Tsunoo,1/30/65,12/5/99,1/1/99,Engineer
488540,Breannda,Maquelin,1/22/65,4/12/96,1/1/99,Senior Staff
488619,Georgy,Bennis,1/25/65,4/11/98,1/1/99,Engineer
488632,Irena,Baalen,1/20/65,11/22/99,2/10/01,Staff
488693,Jiong,Zultner,1/27/65,3/10/93,1/1/99,Senior Engineer
488707,Mihalis,Remmers,1/16/65,3/1/90,1/1/99,Senior Staff
488752,Nimmagadda,Baja,1/23/65,2/9/94,1/1/99,Senior Staff
488788,Wuxu,Garigliano,1/12/65,9/21/90,1/1/99,Senior Staff
488984,Kendra,Junet,1/18/65,2/28/86,11/12/92,Senior Staff
489465,Bogdan,Pepe,1/17/65,2/15/95,11/6/98,Engineer
489755,Matk,Chorvat,1/14/65,12/30/94,12/4/99,Senior Staff
489756,Kersti,Miculan,1/1/65,6/9/92,1/1/99,Senior Staff
489928,Satoru,Janetzko,1/28/65,7/26/97,1/1/99,Assistant Engineer
490240,Kazunori,Orlowska,1/18/65,6/18/96,10/26/00,Staff
490551,Lalit,Lindqvist,1/1/65,11/7/98,1/1/99,Engineer
490557,Luise,Vigier,1/27/65,7/1/94,1/1/99,Engineer
490568,Zita,Reistad,1/1/65,7/23/98,1/1/99,Senior Engineer
490720,Younwoo,Samarati,1/19/65,8/19/96,5/18/02,Senior Engineer
491079,Kwangsub,Keirsey,1/6/65,2/4/92,1/1/99,Senior Engineer
491162,Panayotis,Hempstead,1/14/65,8/29/94,1/1/99,Senior Engineer
491478,Gill,Varman,1/16/65,6/18/88,1/1/99,Senior Staff
491494,Saniya,Broomell,1/19/65,8/4/92,9/2/97,Staff
491596,Charmane,Pargas,1/21/65,7/29/88,8/3/92,Engineer
491632,Gadiel,Perly,1/1/65,10/20/86,1/1/99,Senior Staff
492000,Valeska,Cools,1/10/65,12/16/93,1/1/99,Senior Staff
492052,Udo,Ratnakar,1/11/65,11/30/99,1/1/99,Staff
492217,Heekeun,Verhaegen,1/16/65,9/28/91,1/1/99,Senior Engineer
492639,Sanjoy,Porenta,1/30/65,7/10/97,1/1/99,Engineer
492677,Goetz,McAffer,1/26/65,2/5/88,1/1/99,Engineer
493031,Hironoby,Jakobus,1/23/65,7/30/91,1/1/99,Senior Staff
493048,Muzhong,Berztiss,1/31/65,1/23/95,1/1/99,Senior Staff
493096,Sachem,Msuda,1/31/65,4/7/95,1/1/99,Engineer
493278,Shaleah,Pileggi,1/28/65,2/10/99,10/30/99,Engineer
493744,Leni,Kropatsch,1/14/65,7/17/97,1/1/99,Senior Engineer
494019,Morrie,Iisaku,1/16/65,5/6/91,1/1/99,Senior Staff
494088,Phule,Dahlbom,1/10/65,2/6/89,1/1/99,Engineer
494493,Masasuke,Koprowski,1/10/65,11/20/96,1/1/99,Staff
494978,Bezalel,Himler,1/23/65,7/9/99,6/12/02,Staff
494995,Yongmao,Pouyioutas,1/4/65,8/24/89,1/1/99,Senior Staff
495969,Geoffrey,Panienski,1/1/65,11/28/88,6/7/98,Senior Engineer
496100,Pranjal,Reinhard,1/7/65,5/8/95,1/1/99,Staff
496970,Giordano,Maquelin,1/3/65,12/31/99,1/1/99,Senior Engineer
496978,Danco,Debuse,1/30/65,9/10/93,1/1/99,Staff
497007,Oldrich,Adachi,1/23/65,4/3/97,8/9/98,Engineer
497174,Sanjiv,Bressoud,1/2/65,4/27/93,1/1/99,Engineer
497340,Fayez,Keohane,1/6/65,9/19/90,1/1/99,Senior Staff
497391,Paris,Lieblein,1/30/65,5/19/99,1/1/99,Engineer
497409,Reinhard,Erde,1/21/65,12/4/92,3/13/96,Engineer
497660,Gritta,Petereit,1/2/65,4/6/85,9/5/94,Senior Engineer
497835,Shuho,Laurillard,1/29/65,10/6/99,1/1/99,Technique Leader
498185,Caolyn,Marciano,1/19/65,6/6/99,1/1/99,Senior Engineer
498337,Naraig,Docker,1/30/65,5/17/97,1/1/99,Staff
498456,Geraldo,Gerteisen,1/17/65,6/5/87,1/1/99,Senior Staff
498635,Florian,Pezzoli,1/9/65,7/22/88,1/1/99,Staff
498838,Sanjay,Ciolek,1/16/65,12/13/89,1/1/99,Senior Staff
498845,Arumugam,Pelc,1/9/65,11/13/99,1/1/99,Senior Engineer
498955,Nechama,Kandlur,1/13/65,1/16/95,1/1/99,Engineer
499160,Urs,Rande,1/12/65,1/25/90,3/1/91,Staff
499194,Padma,Delgrange,1/29/65,1/2/98,8/27/99,Senior Staff
499260,Danae,Honglei,1/11/65,9/14/98,1/1/99,Engineer
499495,Baoqiu,Kakkar,1/14/65,8/30/99,1/1/99,Engineer
